,Comparison,Slope,R_squared,P_value
924,EGFR_proteomics,1.0,1.0,0.0
962,SLC2A4_proteomics,1.5814265004819892,0.45940575945882967,1.4682516764831082e-05
438,LGALS3_proteomics,0.7590019005033902,0.1975619647200723,2.5585971490693653e-05
613,DOCK1_proteomics,0.3945754980509729,0.1935304889296807,3.163541113052257e-05
940,GNG12_proteomics,0.499098723310401,0.19122102075489808,3.5711745011804145e-05
478,FGD4_proteomics,0.4664530568262561,0.17377999291046572,8.843674341731195e-05
580,PGM1_proteomics,0.4663122697913464,0.1702068049006825,0.00010630283213971789
886,C5_proteomics,0.7416465985764896,0.16505692475718434,0.0001384462834202209
772,UBE2T_proteomics,-0.7152000000291787,0.190837537743148,0.0001956651929684795
932,SORBS2_proteomics,0.5795851343422913,0.15734634598367397,0.00020518161861202058
493,RIN1_proteomics,0.46200891144223494,0.15105152438282488,0.00028238075648658387
48,CDH3_proteomics,0.8257425733720576,0.14582144479617887,0.0003677560755189883
33,ACADM_proteomics,-0.5631256535372656,0.14508668357468088,0.00038162900253545484
147,SYNGAP1_proteomics,-0.7252198116558416,0.19351284664970111,0.0004365766105626757
980,LAMC2_proteomics,0.9702734542218556,0.14176616199250128,0.0004510344198867998
303,GNA11_proteomics,0.5182171533336757,0.14174845856742405,0.00045143592976372465
563,GNAQ_proteomics,0.4460957622308547,0.1409817450188125,0.00046916709174753306
610,GSTA3_proteomics,1.6427411087641617,0.13636711405757274,0.0005913450504922065
825,GSTA1_proteomics,1.4596692898575943,0.1350027733632178,0.0006331374762964091
892,AMOT_proteomics,0.5242545190821565,0.1485157099178528,0.00063944719419216
954,UBE2C_proteomics,-0.6861303474555978,0.1315493479372178,0.000752398123351569
581,ANKRD1_proteomics,-0.5807460563821527,0.17843828182592797,0.0008600168184001349
490,CASP9_proteomics,-0.5501631332725415,0.13830588815215614,0.0009400795905709277
606,ME1_proteomics,0.48762033093916857,0.12340113512660181,0.0011288949270695735
878,BCAR1_proteomics,0.3836280961639596,0.12222087486110135,0.0011970364827550944
722,RASAL2_proteomics,-0.3462173034324161,0.11968475095999026,0.0013575214478680046
539,HSPB1_proteomics,0.555176007861071,0.11804843179401839,0.0014721814478324074
713,CBR3_proteomics,0.3685824396842768,0.11449218278579083,0.0017554734286682068
488,HRAS_proteomics,-0.39900354800045473,0.11229085279571824,0.0019572290234618765
920,SLC5A1_proteomics,2.0292664850164557,0.38773157180185625,0.001967598693830538
72,PLCB3_proteomics,0.2750302998751088,0.11154634520799712,0.002030534888030792
87,FLNB_proteomics,0.3466766619599013,0.1096908209285937,0.00222529113839719
250,F2_proteomics,0.6311247274454433,0.108841058742341,0.0023205590631608804
50,CES2_proteomics,0.6928446061813315,0.10752922655352871,0.0024756304719117674
992,HSP90B1_proteomics,0.2928702266022394,0.10705755232683227,0.002533864002064115
703,GFAP_proteomics,0.49334315448455524,0.10671438173116707,0.0025770845307129518
