,Comparison,Correlation,P_value
280,EGFR_proteomics,1.0,0.0
522,LANCL2_proteomics,0.7967283641326608,1.9705032109053468e-21
689,PHLDA3_proteomics,0.7637844857470779,1.5711064616377101e-18
687,PHLDA1_proteomics,0.6642710702729873,8.88864017123259e-12
688,PHLDA2_proteomics,0.6490337294497416,4.777378675503955e-11
1004,TPBG_proteomics,0.5508984611671387,9.35339330352051e-07
412,GRB2_proteomics,-0.532341215310538,3.320091791570536e-06
85,ASRGL1_proteomics,-0.532420805979052,3.320091791570536e-06
358,FSCN1_proteomics,0.5264347695861407,4.7472099834921816e-06
492,JAG1_proteomics,0.5193675703808045,7.4568048941634186e-06
472,IRF6_proteomics,0.5142276477593416,8.765469003362371e-06
951,SUMF2_proteomics,0.513876120165785,8.765469003362371e-06
141,CD109_proteomics,0.5140019229435475,8.765469003362371e-06
584,MPP1_proteomics,-0.5084001720738488,1.1509515255450403e-05
700,PKN1_proteomics,-0.5084976649711582,1.1509515255450403e-05
1051,WAS_proteomics,-0.5034268684782973,1.5637491273875394e-05
617,NDRG1_proteomics,0.4953263887241109,2.659872590876399e-05
304,EXOC6_proteomics,-0.4944648402198387,2.672905337964733e-05
82,ARRB1_proteomics,-0.4919111584556752,2.8884311852900694e-05
410,GRAP_proteomics,-0.49210526161301443,2.8884311852900694e-05
521,LAMP2_proteomics,0.4887170107488884,3.376737807055475e-05
406,GPRIN3_proteomics,-0.5445271846593618,3.376737807055475e-05
389,GMIP_proteomics,-0.48274154348997167,4.785406829541044e-05
89,ATP2B4_proteomics,0.48056278202731373,5.330396447448731e-05
232,CTSS_proteomics,-0.4785301637263124,5.44680563446764e-05
452,IL16_proteomics,-0.47871634249808104,5.44680563446764e-05
852,RTN1_proteomics,-0.47867465065580217,5.44680563446764e-05
679,PECAM1_proteomics,-0.4779330904632045,5.470854328435605e-05
730,PPFIBP1_proteomics,0.47462765966596715,6.610563170722461e-05
694,PIK3AP1_proteomics,-0.4734454453412432,6.920083554968585e-05
975,TENM2_proteomics,0.4708342397356705,7.293906841199127e-05
311,FAM107B_proteomics,-0.4707910089197826,7.293906841199127e-05
681,PFKP_proteomics,0.47213452929198235,7.293906841199127e-05
260,DOCK8_proteomics,-0.4710626597250119,7.293906841199127e-05
471,IRF5_proteomics,-0.4699488782845669,7.494268792116716e-05
88,ATP2A3_proteomics,-0.46822501619909623,7.918808947863144e-05
96,BIN2_proteomics,-0.466494265425562,7.918808947863144e-05
71,ARHGAP4_proteomics,-0.46641297682921207,7.918808947863144e-05
70,ARHGAP30_proteomics,-0.4656505687590924,7.918808947863144e-05
698,PIP4K2A_proteomics,-0.46803887878046246,7.918808947863144e-05
68,ARHGAP25_proteomics,-0.4661374699208939,7.918808947863144e-05
24,ADA2_proteomics,-0.46583556560269346,7.918808947863144e-05
808,RCSD1_proteomics,-0.46585790688077117,7.918808947863144e-05
377,GIMAP8_proteomics,-0.46734241327377013,7.918808947863144e-05
350,FNBP1_proteomics,-0.4635221178342521,8.899029702868102e-05
746,PREX1_proteomics,-0.46300983691832176,9.000857144661348e-05
885,SEPT1_proteomics,-0.46218877739770314,9.098496749391084e-05
488,ITPR1_proteomics,-0.46233601237783306,9.098496749391084e-05
37,AHNAK2_proteomics,0.460030656704128,0.00010247702332117111
165,CELF2_proteomics,-0.45969704444904996,0.00010260893295853507
336,FHIT_proteomics,-0.4681310660984413,0.00011013127119198633
79,ARL15_proteomics,0.45785303428236634,0.00011106027710621927
621,NFATC2_proteomics,-0.45753634751797206,0.00011119480130570153
976,TESC_proteomics,-0.4678048673652177,0.00012068663374806252
105,BTK_proteomics,-0.45487270981593275,0.0001269550606543366
750,PRKCB_proteomics,-0.45425750894818057,0.00012964243746444113
703,PLAU_proteomics,0.45186517098401147,0.00014809947868142976
318,FAT2_proteomics,0.44969462599017473,0.00016401687143209238
