,Comparison,Correlation,P_value
272,EGFR_proteomics,1.0,0.0
103,ATP11A_proteomics,0.5770791126332542,4.1446358679554355e-11
699,PLCB1_proteomics,0.5619523505883179,1.684847335580958e-10
71,APAF1_proteomics,0.5609093043557825,1.8511189504927286e-10
410,HPCAL1_proteomics,0.5566812490346316,2.7019395981994784e-10
625,NUDCD3_proteomics,0.5562135224443416,2.816460455552968e-10
293,ENPP3_proteomics,0.5544967541293412,3.2782031830815833e-10
820,SCARB1_proteomics,0.5399166280816554,1.1502548086507168e-09
1066,ZC3HAV1L_proteomics,0.5354991544082187,1.66297406435354e-09
678,PGK1_proteomics,0.53244966986068,2.1382656310959776e-09
264,DYNC1LI1_proteomics,-0.5309866646802255,2.4102153084607178e-09
965,TMEM30A_proteomics,0.5277094863954344,3.1450736135582613e-09
734,PPP1R13L_proteomics,0.5274531008381123,3.2108563843068327e-09
649,PBRM1_proteomics,-0.5215220759085548,5.158430687182847e-09
579,NDUFA4L2_proteomics,0.5204969693553742,5.593779284591103e-09
621,NR2C2AP_proteomics,0.5156896111109901,8.150349539746208e-09
859,SLC16A3_proteomics,0.5145067279205569,8.933302541247294e-09
870,SLC39A14_proteomics,0.5110418515536013,1.1663481610537328e-08
1058,YBX3_proteomics,0.5371583288770783,1.1816723456955546e-08
53,ALDOC_proteomics,0.510441761627153,1.2211126643766836e-08
172,CEMIP2_proteomics,0.5080964343410768,1.4597229206345584e-08
975,TPI1_proteomics,0.5070935778067069,1.5748440436595408e-08
767,PUS7_proteomics,0.5059292037346123,1.7194171384730954e-08
455,JPT2_proteomics,0.5050421842010804,1.8379916326499027e-08
770,PYGL_proteomics,0.5031492276613793,2.1177554453469474e-08
59,AMPD2_proteomics,0.5006987732586918,2.540839155806318e-08
613,NOL3_proteomics,0.4959086735293742,3.612607367791957e-08
1029,USP11_proteomics,-0.4913958893007957,5.008274913079129e-08
202,COX7A2L_proteomics,-0.49083705528816024,5.213316860266355e-08
720,POLD2_proteomics,0.4803005162975936,1.0962764075667359e-07
94,ARPC5L_proteomics,-0.48006052802495525,1.114671601731639e-07
286,EMC2_proteomics,-0.47905902424690094,1.1946647882364632e-07
936,TCAF2_proteomics,0.47844933987209864,1.246012792468267e-07
800,RHOB_proteomics,0.47596236519311785,1.478113078845386e-07
177,CFAP36_proteomics,0.47319773673047216,1.7843846820032475e-07
992,TRNT1_proteomics,-0.4704782580114704,2.1440488049048293e-07
953,TM6SF1_proteomics,-0.6139687480218804,2.3241574701224737e-07
462,KIAA1671_proteomics,0.46843251165861954,2.4590712754988433e-07
280,EIF4EBP1_proteomics,0.467487293875278,2.6190800667532964e-07
659,PDCD5_proteomics,0.4668654289670046,2.7297060049521167e-07
968,TMSB10_proteomics,0.46681965249483837,2.7380227882238665e-07
964,TMEM243_proteomics,0.5999782499355109,3.2173494610566774e-07
833,SEMA4B_proteomics,0.4622726463604424,3.695874873646038e-07
840,SEPT9_proteomics,0.46169853748979844,3.837364212786876e-07
480,LDHA_proteomics,0.4574243924174143,5.064884016686268e-07
241,DENND6A_proteomics,-0.45627320875759136,5.454505608018136e-07
1060,YWHAG_proteomics,0.4506110008257434,7.822788457056202e-07
899,SRI_proteomics,0.45054815037449614,7.853877852232792e-07
676,PFKP_proteomics,0.4475114417645887,9.5039276980772e-07
707,PLEKHA2_proteomics,0.44576260418819735,1.0598316025739392e-06
662,PDK1_proteomics,0.44563576753551737,1.0682172263440644e-06
26,ADAM9_proteomics,0.4443930552223458,1.1537759456259224e-06
66,ANKZF1_proteomics,0.4432515294453041,1.2380621802416253e-06
387,GYS1_proteomics,0.4409781052531989,1.423626035728912e-06
267,EEF1AKMT1_proteomics,0.43965906042703984,1.543073388681777e-06
364,GNAI3_proteomics,0.4392895954120083,1.5781968747042254e-06
143,CA9_proteomics,0.4381393311124113,1.6924629922071695e-06
466,KIF1BP_proteomics,0.4372581278308557,1.7852580532942818e-06
210,CTPS2_proteomics,0.4371423163922751,1.7978059830382685e-06
1014,UBP1_proteomics,-0.4371052344624067,1.8018413612090937e-06
283,EIF6_proteomics,0.4369884268142504,1.8146089162399713e-06
1024,UQCRB_proteomics,-0.43661881033735117,1.855576545454054e-06
279,EIF4A2_proteomics,-0.43636366280180283,1.8843661282486743e-06
523,MICALL1_proteomics,-0.43550116886982937,1.9848500199227894e-06
312,FAM13A_proteomics,0.4354934389879527,1.985773111501948e-06
547,MTR_proteomics,0.4351272310750163,2.029974029159228e-06
675,PFKL_proteomics,0.43479765166586304,2.070549053070406e-06
487,LPCAT1_proteomics,0.4318754950216019,2.4654635735339732e-06
674,PFKFB2_proteomics,-0.43720354616974555,2.786226199621911e-06
592,NDUFS1_proteomics,-0.4286134523222177,2.9901991038899894e-06
884,SNX1_proteomics,-0.4281641309950198,3.070258863391999e-06
