,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
145,EGFR_proteomics,1.0,0.0,0.0,Colon
586,UTP6_proteomics,-0.5103433457160391,1.7337483463979957e-07,0.0004727343023775293,Colon
425,RAE1_proteomics,-0.4988020069726074,1.993818230187808e-07,0.0004727343023775293,Colon
178,GAR1_proteomics,-0.4897880299878189,3.5505498666347347e-07,0.0006313765300343217,Colon
428,RALYL_proteomics,-0.48576266847937516,4.5699469470248376e-07,0.0006501206526837533,Colon
532,TFAM_proteomics,-0.47018483595724936,1.1780680845050665e-06,0.001199214614153722,Colon
360,NUP153_proteomics,-0.47015486869545464,1.1801634049031425e-06,0.001199214614153722,Colon
464,SCG2_proteomics,0.45590142930557764,2.6967919383907684e-06,0.002228968174480422,Colon
396,PPP2R5D_proteomics,-0.4551105041014165,2.8202887066390828e-06,0.002228968174480422,Colon
461,SBF1_proteomics,0.4520408152746056,3.3520306508413378e-06,0.0023842994019434433,Colon
271,MAMDC2_proteomics,0.530626820433032,3.858198210856544e-06,0.0024369249131468334,Colon
498,SNU13_proteomics,-0.4483738093051055,4.111218748455223e-06,0.0024369249131468334,Colon
427,RALY_proteomics,-0.444764007094965,5.01478574122327e-06,0.0026801208569693434,Colon
131,DDX27_proteomics,-0.4431709719793594,5.470377932538197e-06,0.0026801208569693434,Colon
340,NDUFAB1_proteomics,-0.44220060058800453,5.7667114665474764e-06,0.0026801208569693434,Colon
386,POFUT1_proteomics,-0.4413811331140185,6.0286705625628425e-06,0.0026801208569693434,Colon
224,HSPE1_proteomics,-0.4315941902139311,1.0158280497774428e-05,0.0038099463584856034,Colon
175,FYCO1_proteomics,0.43101331166426915,1.0472493540890586e-05,0.0038099463584856034,Colon
473,SERPINB8_proteomics,0.4305634572527005,1.0722082382282387e-05,0.0038099463584856034,Colon
486,SLC25A6_proteomics,-0.4294705698707778,1.1351917498357025e-05,0.0038099463584856034,Colon
132,DDX28_proteomics,-0.42916687972930023,1.1533009496769937e-05,0.0038099463584856034,Colon
19,AFAP1L2_proteomics,0.4371760395058685,1.1783891450398324e-05,0.0038099463584856034,Colon
229,IDH3G_proteomics,-0.42643957539872746,1.3285394590784662e-05,0.0038706495145839235,Colon
321,MTCH2_proteomics,-0.4263646763509397,1.3336874498742206e-05,0.0038706495145839235,Colon
518,STAU1_proteomics,-0.4259801376855453,1.3604138600393377e-05,0.0038706495145839235,Colon
454,S100A13_proteomics,0.42515940212664693,1.4191474810457382e-05,0.0038824600125685906,Colon
488,SLC50A1_proteomics,0.5407531314382037,1.6890675244315123e-05,0.0042508167769462315,Colon
528,TBC1D1_proteomics,0.429878746294538,1.7055900385620745e-05,0.0042508167769462315,Colon
431,RASSF2_proteomics,0.4603741065155126,1.733075868570796e-05,0.0042508167769462315,Colon
447,RPRD1B_proteomics,-0.4200391924928882,1.842780995241024e-05,0.004369233739716468,Colon
208,HECTD1_proteomics,0.4191402964402317,1.9284162707767277e-05,0.00442478223678544,Colon
49,ARFGEF2_proteomics,-0.41713893603005436,2.1326560511170188e-05,0.004459799863625126,Colon
32,ALG13_proteomics,-0.4339852015474232,2.1487029232681772e-05,0.004459799863625126,Colon
419,RAB27A_proteomics,0.4168070577403171,2.1684227003642657e-05,0.004459799863625126,Colon
537,TIMM13_proteomics,-0.41650045671651276,2.2019637603397367e-05,0.004459799863625126,Colon
308,MRPL42_proteomics,-0.4242347338762474,2.257174119084838e-05,0.004459799863625126,Colon
534,TFCP2_proteomics,-0.4135731260839518,2.547600910474771e-05,0.004465571919906123,Colon
7,ACOT8_proteomics,-0.41354616407589007,2.5510083458042267e-05,0.004465571919906123,Colon
410,PTPN2_proteomics,0.4303801689011899,2.5575910336507868e-05,0.004465571919906123,Colon
492,SLK_proteomics,0.41347546552132325,2.559963434824811e-05,0.004465571919906123,Colon
390,PPIF_proteomics,-0.4133651330276644,2.5739975919605096e-05,0.004465571919906123,Colon
383,PLD1_proteomics,0.4192192351125398,2.883349291722488e-05,0.004782194320425897,Colon
538,TIMM17B_proteomics,-0.4234262952921583,2.8909652154971682e-05,0.004782194320425897,Colon
607,XRCC6_proteomics,-0.4095128807598822,3.1116393022664704e-05,0.005030247808413955,Colon
565,TRPT1_proteomics,0.42667856726581194,3.392767156059891e-05,0.005201752378460038,Colon
195,GSDMD_proteomics,0.4076147821576612,3.41358466365871e-05,0.005201752378460038,Colon
544,TMCO1_proteomics,-0.4074735033819134,3.437120227577981e-05,0.005201752378460038,Colon
570,U2AF1_proteomics,-0.40626706728279854,3.644366744543077e-05,0.00526399737927296,Colon
284,MICAL3_proteomics,0.4121956036801262,3.659277905988791e-05,0.00526399737927296,Colon
577,UCHL3_proteomics,-0.40505809759130124,3.863714181107574e-05,0.00526399737927296,Colon
434,RBM12_proteomics,-0.4048988174733451,3.8935151873466717e-05,0.00526399737927296,Colon
121,CSTF1_proteomics,-0.4044453440959739,3.979538981667221e-05,0.00526399737927296,Colon
44,APBB1IP_proteomics,0.4043758593035532,3.992875980703307e-05,0.00526399737927296,Colon
371,PDE4D_proteomics,0.4124064199733425,3.996286496284828e-05,0.00526399737927296,Colon
352,NPTN_proteomics,0.40312495697978445,4.240231478194845e-05,0.005483775728072715,Colon
474,SERPINC1_proteomics,0.40061379751764015,4.7805616503147205e-05,0.005860444251157719,Colon
394,PPP1CC_proteomics,0.400391406633117,4.831388062797403e-05,0.005860444251157719,Colon
38,ANKFY1_proteomics,0.40031233575057645,4.849580502038349e-05,0.005860444251157719,Colon
415,PYGL_proteomics,0.40026264405796486,4.8610461242556644e-05,0.005860444251157719,Colon
285,MICALL1_proteomics,0.3972457445224131,5.606483049946271e-05,0.006435169493268537,Colon
508,SPTLC2_proteomics,0.3971036796275895,5.644084772663628e-05,0.006435169493268537,Colon
240,INTS6_proteomics,-0.4368545430283021,5.6936213830872976e-05,0.006435169493268537,Colon
324,MTIF3_proteomics,-0.3968953749866601,5.6996440050037656e-05,0.006435169493268537,Colon
55,ARMC8_proteomics,0.39990217697825337,5.943489642926174e-05,0.006516093610603272,Colon
402,PRKCB_proteomics,0.395927398323319,5.9645759201242355e-05,0.006516093610603272,Colon
172,FUS_proteomics,-0.39563743710017996,6.0461433755070425e-05,0.006516093610603272,Colon
90,CDC42BPA_proteomics,0.40282621099287175,6.250115812582101e-05,0.006582741386477683,Colon
584,UTP15_proteomics,-0.39478132987018066,6.293074852811507e-05,0.006582741386477683,Colon
138,DNAJA3_proteomics,-0.3938460073576744,6.573574193057688e-05,0.006749608135310162,Colon
546,TMLHE_proteomics,-0.3936222539977408,6.642381125709424e-05,0.006749608135310162,Colon
608,YARS2_proteomics,-0.39291776335665773,6.863425594756081e-05,0.006875992430352113,Colon
417,QSOX1_proteomics,0.3923920582875743,7.03281453954253e-05,0.006947834697189724,Colon
406,PRPF6_proteomics,-0.3920732050319938,7.137440682560325e-05,0.006954604873294738,Colon
98,CHKB_proteomics,0.4122317706294195,7.267278001887715e-05,0.006985425463165853,Colon
341,NEBL_proteomics,-0.3909720715045347,7.51000382467944e-05,0.006992951154932629,Colon
611,ZFYVE16_proteomics,0.39096118845808414,7.513774743659029e-05,0.006992951154932629,Colon
610,YWHAB_proteomics,-0.3907993932974937,7.570044129478595e-05,0.006992951154932629,Colon
221,HSDL2_proteomics,-0.3885678385449693,8.387223829307121e-05,0.007648502961264302,Colon
517,STAG2_proteomics,-0.38815226851587215,8.54818204150048e-05,0.007696609982429483,Colon
23,AIFM1_proteomics,-0.3866421909876992,9.15755899488935e-05,0.008048316382888627,Colon
134,DEK_proteomics,-0.3866240936566072,9.165100899957526e-05,0.008048316382888627,Colon
