Proteomics,P_Value,Medians,Cancer
ARMH3,5.76727876591782e-07,-0.4051337799246164,Gbm
CUTC,8.515555160395162e-07,-0.5532547699078205,Gbm
PIP4K2A,2.7837377379015066e-06,-0.8388820985545764,Gbm
CUL2,2.7837377379015066e-06,-0.5863958946593785,Gbm
GDI2,2.7837377379015066e-06,-0.610188271828867,Gbm
ANXA7,3.0245463394151407e-06,-0.4904899066101099,Gbm
DCTN1,1.5010302416523371e-05,-0.38298750640634,Gbm
PACS2,1.5010302416523371e-05,-0.3862791741217283,Gbm
DOCK5,3.270717691788177e-05,-0.86281890029819,Gbm
ACTR1A,3.848075328062277e-05,-0.4911259174744436,Gbm
BORCS7,6.821492752930608e-05,-0.4286028991800581,Gbm
NHLRC2,8.909253896604961e-05,-0.4323391099631409,Gbm
PTEN,0.00010026356628592502,-0.511725505875249,Gbm
ABRAXAS2,0.00016335728942517983,-0.3192491226979453,Gbm
PDZD8,0.00016498098572324642,-0.4442598131900591,Gbm
TTI2,0.0001717461102109609,0.3681868124475024,Gbm
EIF5B,0.0001717461102109609,0.3920124693560139,Gbm
HAGH,0.00019191069013261493,-0.6016187603764556,Gbm
ATE1,0.00021324607046212902,-0.3782040342065589,Gbm
ANKRD17,0.00024050932921725719,0.29168315845033954,Gbm
MEPCE,0.00024050932921725719,0.3901390060351441,Gbm
PPM1G,0.00024050932921725719,0.5742656729739299,Gbm
STAM,0.00024050932921725719,-0.591531385772912,Gbm
DOCK1,0.00024050932921725719,-0.4445033914563004,Gbm
CDK18,0.00024050932921725719,-0.8602582164171539,Gbm
DCTN4,0.00024050932921725719,-0.3621403649312675,Gbm
RABGGTB,0.0002666475144458832,-0.271572669319554,Gbm
ADAM10,0.0002666475144458832,-0.5166038311790795,Gbm
PPIG,0.0002666475144458832,0.486645321049424,Gbm
USP54,0.0002666475144458832,-0.5871442067152436,Gbm
FAM49B,0.00026781457204790395,-0.5683652465577332,Gbm
PLEKHB1,0.0002835762751770524,-1.046206409207111,Gbm
MAPK3,0.00033057014788321585,-0.6651049672988946,Gbm
DCTN6,0.00033995104960800153,-0.29149198815814903,Gbm
INPP5F,0.0003620611657214165,-0.4979467501018776,Gbm
RABGGTA,0.00036330074453852593,-0.34407553479442066,Gbm
SEMA7A,0.000378676144384558,-0.8348579315947146,Gbm
EIF2S2,0.0004223355705741297,0.3234582325974178,Gbm
RBP7,0.000425917176237393,-0.6786073211856101,Gbm
HERC4,0.000425917176237393,-0.3635233120773429,Gbm
DEPTOR,0.000425917176237393,-0.7270441409950436,Gbm
PRKDC,0.000425917176237393,0.4673597642944506,Gbm
LIPE,0.000425917176237393,-0.3883654038670028,Gbm
CASP2,0.000425917176237393,0.4139271504405456,Gbm
ABHD6,0.0004556062598753669,-0.6102542626463034,Gbm
MINDY1,0.0004648135111036414,-0.6319573589664325,Gbm
NCBP2,0.0004973809876281876,0.5713109576536639,Gbm
TMCC2,0.0005127685638299427,-0.7360387938194519,Gbm
DCTN3,0.0005852573702325407,-0.3535030102807755,Gbm
BRCC3,0.000611846396489034,-0.2244976777804412,Gbm
ADO,0.000611846396489034,-0.537734831228088,Gbm
NUP205,0.000611846396489034,0.3221240287200276,Gbm
SSB,0.000611846396489034,0.5349652434758666,Gbm
DENND1A,0.000611846396489034,-0.23785148821905086,Gbm
RPS5,0.000611846396489034,0.497577908360069,Gbm
KLK6,0.000611846396489034,-0.9655816311612928,Gbm
SGCD,0.000611846396489034,-1.013305887886234,Gbm
VPS26A,0.000611846396489034,-0.3726257034424015,Gbm
HDAC5,0.000611846396489034,-0.359660892103481,Gbm
EIF4G1,0.000611846396489034,0.4023805818847615,Gbm
KXD1,0.000611846396489034,-0.3460024847180629,Gbm
ELMO1,0.000611846396489034,-0.7064987971360025,Gbm
PMP2,0.0006202768436583723,-0.8976186160700544,Gbm
BORCS5,0.0006202768436583723,-0.3066951860755989,Gbm
FAM160B1,0.0006202768436583723,-0.30375368474960296,Gbm
CYTH1,0.0006202768436583723,-0.5603851843521271,Gbm
MMS19,0.0006202768436583723,-0.32428672480430704,Gbm
DNAJB12,0.0006202768436583723,-0.3875659213430376,Gbm
LARS,0.0006202768436583723,0.4332508394337515,Gbm
PPA1,0.0006202768436583723,-0.4639723914547755,Gbm
EI24,0.0006202768436583723,0.522440225021052,Gbm
CARNS1,0.0006678504798788994,-0.9249794474378391,Gbm
YPEL2,0.0006690636995556335,-0.47512961301048495,Gbm
QDPR,0.0006690636995556335,-0.5177524118479475,Gbm
HAT1,0.0006690636995556335,0.5815104259882585,Gbm
GLTP,0.0006716425804588671,-0.6862168284505473,Gbm
PIP5K1A,0.0006900940582918746,-0.3297892456254968,Gbm
GRWD1,0.0006900940582918746,0.530032311614201,Gbm
AKR1C1,0.0007035314940220637,-1.2795171880770853,Gbm
MKLN1,0.0007424702509114955,0.21641357355484528,Gbm
GPR89A,0.0007558498872570603,0.2648299451095369,Gbm
SHTN1,0.0007796450744490381,-0.5915992419522784,Gbm
PDIA2,0.0007796450744490381,-0.6148231834097171,Gbm
PRKRIP1,0.0008323352580589106,0.4432217840297285,Gbm
DNAJB4,0.0008466564898037076,-0.4409626913667895,Gbm
POLR1B,0.0008925445742371571,0.4279429487296905,Gbm
U2AF2,0.0008925445742371571,0.5139142621341487,Gbm
LDB3,0.0009102200042711789,-0.6765792856260254,Gbm
SGF29,0.0009286209683750783,0.313492830219253,Gbm
CENPM,0.000936717066276243,1.0673982746938941,Gbm
FA2H,0.0009665369132693224,-0.6873164796266129,Gbm
LARP7,0.0009665369132693224,0.276510542526428,Gbm
LMNB1,0.0009665369132693224,0.6516559644128684,Gbm
HINT3,0.0010309290803724265,-0.5901966660357739,Gbm
ARHGDIA,0.0010512692929565256,-0.3012181968450568,Gbm
ZSWIM8,0.0010650388880779117,-0.2030643358023689,Gbm
EDIL3,0.0010663692886960596,-0.7650849814135879,Gbm
PPIP5K1,0.0010899955910354494,-0.4289024390213208,Gbm
SPOCK3,0.0011413233136592668,-0.8765290672238791,Gbm
PGS1,0.0011552724931645961,-0.4020322807839387,Gbm
SLC9A9,0.0011552724931645961,-0.5955493781958537,Gbm
XPR1,0.0011633843039086207,0.3909296162278745,Gbm
NUP35,0.0011633843039086207,0.3083832981295715,Gbm
CLDND1,0.0011777800015817766,-0.485421715173164,Gbm
KCTD5,0.0012184573273893644,0.4779993607250686,Gbm
TPP1,0.0012644932929630108,-0.6603892204370041,Gbm
RHOG,0.0012862051524989721,-0.6357868181608781,Gbm
MCM6,0.0012920723048795186,1.0854073030293578,Gbm
TSPAN15,0.0012920723048795186,-0.618216282159328,Gbm
DTL,0.0012920723048795186,0.8221944855973713,Gbm
MAD2L1,0.0012920723048795186,0.546913936694619,Gbm
MCM4,0.0012920723048795186,1.2364838744723563,Gbm
MAST3,0.0012920723048795186,-0.4595743110352936,Gbm
TMEM259,0.0012920723048795186,0.4538996367275319,Gbm
USP25,0.0012920723048795186,-0.1881301886044784,Gbm
CNOT3,0.0012920723048795186,0.2491363531472846,Gbm
CNTNAP4,0.0012922682808412151,-1.0447550874454279,Gbm
TANGO2,0.0012922682808412151,-0.521108681658334,Gbm
SUSD5,0.0012922682808412151,-0.8119613111178401,Gbm
PLCL1,0.0012922682808412151,-0.4937994539384736,Gbm
NAA50,0.0012949901262853494,0.4035870774551527,Gbm
FAM177A1,0.001300464290844992,-0.4602003985530555,Gbm
SELL,0.0013150034861565065,-0.7115678685209035,Gbm
ATG4C,0.0013863615142538312,-0.13670498196054653,Gbm
RARS,0.0014138004918206994,0.35512004786879875,Gbm
ASAP1,0.0014138004918206994,-0.27844318461983697,Gbm
USP39,0.0014668242100637078,0.4197656966513674,Gbm
GRID1,0.00149350905607649,-0.7253794306303759,Gbm
LTA4H,0.001530785317437008,-0.3470875955611596,Gbm
TSPAN14,0.001530785317437008,-0.5860380598282965,Gbm
CNDP1,0.001530785317437008,-0.888662576986052,Gbm
PCNA,0.0015337771383880248,0.631486413863703,Gbm
ILF3,0.0015371151069209226,0.4214956424621741,Gbm
MAP1LC3B,0.0015971910373059886,-0.577114476492644,Gbm
POLD2,0.0015971910373059886,0.4052486600467675,Gbm
RAB8B,0.0015971910373059886,-0.446976426090049,Gbm
GINS3,0.0016310053959433582,0.8944315345010209,Gbm
BZW1,0.0016912119506916293,0.38346314774409,Gbm
NIPA1,0.0016965152773273564,-0.3347675921774195,Gbm
GTF2I,0.0016965152773273564,0.54089383129857,Gbm
DTYMK,0.0017029303035617932,0.4194140615990515,Gbm
REPS2,0.0017154096152666284,-0.6091576729067599,Gbm
TARSL2,0.001752526135119669,-0.3975468814875881,Gbm
DCTN5,0.001753997856420916,-0.2898255973570384,Gbm
EPB41L3,0.0017577678023450965,-1.1701093828326856,Gbm
RANGAP1,0.0017577678023450965,0.2881706067810445,Gbm
SPATA13,0.0017577678023450965,-0.5971644970805841,Gbm
FAM124A,0.0017577678023450965,-0.4833785001043889,Gbm
TCF3,0.0017577678023450965,0.664142961713341,Gbm
SAE1,0.0017577678023450965,0.4701211497404149,Gbm
SAAL1,0.0017577678023450965,0.5251692380032473,Gbm
GPATCH11,0.0018086808321062695,0.5105384482536749,Gbm
PI4K2A,0.0018134902156970556,-0.5580968316034195,Gbm
LANCL1,0.0018153072834073735,-0.49575584391381206,Gbm
TSR1,0.001855773897149295,0.3758526557346232,Gbm
TMEM63A,0.0018669198661836175,-0.4203003060229902,Gbm
TRIM28,0.0018669198661836175,0.6328058166438386,Gbm
KIAA0930,0.0018669198661836175,-0.4998377445759716,Gbm
UBE2D4,0.001878581814174497,-0.34480278338446746,Gbm
FCHO1,0.001878581814174497,-0.5304410723155919,Gbm
SIRT2,0.0018796505252031163,-0.6687591323729969,Gbm
TFRC,0.0019134495498803008,0.7459332689316355,Gbm
ACTR10,0.0019277826162542187,-0.4656434974143857,Gbm
DEF8,0.001957676157104477,-0.2042870930219512,Gbm
CCDC47,0.0020080703277218248,0.3898540836640907,Gbm
PURB,0.0020208276702425735,0.3983225989129025,Gbm
SLC39A7,0.002049152527744668,0.513747594478762,Gbm
COQ8A,0.002060289524016764,-0.3306668349796585,Gbm
SERBP1,0.002060289524016764,0.3476545402592645,Gbm
ATRX,0.002075762157395691,0.43501278038733776,Gbm
ATG10,0.0020834817768362237,-0.5448813550906307,Gbm
LSM4,0.0020834817768362237,0.4028123087377336,Gbm
BCAS2,0.0020834817768362237,0.3649735942513381,Gbm
PPM1K,0.0021368778529009557,-0.735186856897631,Gbm
YPEL5,0.002159171082806663,0.3349509466895568,Gbm
RFC5,0.002159171082806663,0.4816352089078175,Gbm
POLD3,0.002159171082806663,0.4836131565510346,Gbm
FOLH1,0.002159171082806663,-0.7117573901671225,Gbm
TSPAN8,0.002159171082806663,-2.0601046880175615,Gbm
BCAS1,0.002159171082806663,-1.1171665278578005,Gbm
NASP,0.002159171082806663,0.7135279988115064,Gbm
MTAP,0.002159171082806663,-0.913632711182836,Gbm
ABHD17B,0.002159171082806663,-0.3589089243585276,Gbm
DDX23,0.002159171082806663,0.3612117417902807,Gbm
AMPD3,0.002159171082806663,-0.7760122859966825,Gbm
TYW1,0.002159171082806663,0.3013818964111644,Gbm
PCSK6,0.002159171082806663,-0.5484973495257675,Gbm
GUCY1A1,0.002159171082806663,-0.6221029186802339,Gbm
MITF,0.002159171082806663,-0.4713929922663236,Gbm
TBC1D7,0.002159171082806663,-0.2962053272722432,Gbm
NABP2,0.0021658772843141496,0.3648306297286798,Gbm
VPS39,0.0021808668994087238,-0.2380712055800916,Gbm
ENPP2,0.0022047476531386768,-0.6913942393698705,Gbm
